CustomerID,Avg-Order-Value,Tenure-Months,Orders-12Mos,Coupons-Issued-12Mos,Discount-Usage-Rate,Days-Since-Last-Purchase,Referral-Count,Website-Logins-30D,Website-Visit-Time-Min,Paid-Ads-Responses-12Mos,Apparel-Orders-12Mos,Home-Goods-Orders-12Mos,Electronics-Orders-12Mos,Target-Value,Target-Ref
1056,90,34,8,7,0.64,17,2,6,5,5,5,3,0,1,Discount-Responsive
1057,96,31,10,0,0.15,14,1,10,22,4,1,0,9,2,Ready to Buy
1058,78,24,4,1,0.481,9,0,3,21,0,1,3,0,1,Discount-Responsive
1059,89,29,14,5,0.244,14,7,10,18,3,4,2,8,3,Advocate Likely
1060,115,15,8,0,0.152,19,1,13,27,2,2,1,5,2,Ready to Buy
1061,112,81,11,3,0.0,21,6,9,19,4,3,1,7,3,Advocate Likely
1062,134,22,14,2,0.061,12,7,9,21,0,1,4,9,3,Advocate Likely
1063,79,18,5,1,0.169,35,1,6,19,2,1,3,1,0,Considering Purchase
1064,142,41,9,0,0.202,4,1,8,11,1,2,0,7,3,Advocate Likely
1065,128,35,9,1,0.351,15,6,6,17,2,1,3,5,3,Advocate Likely
1066,140,35,8,2,0.279,10,2,7,15,3,0,5,3,2,Ready to Buy
1067,74,72,7,2,0.119,1,5,8,19,2,1,1,5,3,Advocate Likely
1068,83,31,5,13,0.802,4,0,5,17,6,3,2,0,1,Discount-Responsive
1069,69,4,1,3,0.25,35,1,6,9,1,0,1,0,0,Considering Purchase
1070,113,29,11,5,0.396,4,2,6,31,2,1,1,9,2,Ready to Buy
1071,39,17,3,4,0.139,18,0,4,10,2,0,3,0,0,Considering Purchase
1072,69,31,5,2,0.51,15,1,5,18,5,2,3,0,1,Discount-Responsive
1073,152,18,6,4,0.226,16,1,5,28,2,2,0,4,3,Advocate Likely
1074,86,57,10,5,0.206,1,6,8,22,0,0,2,8,3,Advocate Likely
1075,133,77,14,2,0.273,7,5,6,23,3,4,4,6,3,Advocate Likely
1076,23,14,6,4,0.319,24,0,8,10,1,1,5,0,0,Considering Purchase
1077,87,26,7,5,0.563,14,0,8,20,3,4,1,2,1,Discount-Responsive
1078,60,12,5,1,0.438,31,0,8,17,5,2,2,1,1,Discount-Responsive
1079,129,83,8,3,0.226,6,3,9,27,1,1,1,6,3,Advocate Likely
1080,70,19,9,3,0.009,18,0,8,18,0,0,2,7,2,Ready to Buy
1081,77,48,5,2,0.069,10,3,8,13,1,1,0,4,3,Advocate Likely
1082,114,26,11,0,0.034,22,1,11,19,4,0,3,8,2,Ready to Buy
1083,84,40,7,1,0.229,6,1,6,21,1,0,1,6,2,Ready to Buy
1084,130,36,8,0,0.095,20,1,10,31,2,0,4,4,2,Ready to Buy
1085,97,27,7,8,0.667,19,2,5,18,1,4,2,1,1,Discount-Responsive
1086,75,26,10,1,0.0,7,1,5,13,4,2,2,6,2,Ready to Buy
1087,83,26,4,4,0.159,51,0,2,13,0,1,3,0,0,Considering Purchase
1088,131,8,6,5,0.088,1,3,11,22,3,0,1,5,3,Advocate Likely
1089,131,22,8,1,0.224,2,6,7,24,2,2,1,5,3,Advocate Likely
1090,39,5,4,3,0.186,31,0,6,13,1,0,4,0,0,Considering Purchase
1091,70,41,7,5,0.082,27,1,9,16,3,2,3,2,2,Ready to Buy
1092,69,12,9,4,0.185,4,2,11,18,0,3,0,6,3,Advocate Likely
1093,100,26,8,5,0.063,8,1,14,29,1,0,1,7,2,Ready to Buy
1094,56,23,4,11,0.673,19,1,5,21,3,2,1,1,1,Discount-Responsive
1095,29,25,7,1,0.296,21,0,5,18,1,1,6,0,0,Considering Purchase
1096,73,8,6,13,0.575,14,0,3,8,3,4,1,1,1,Discount-Responsive
1097,53,33,6,7,0.404,15,3,10,16,2,2,2,2,1,Discount-Responsive
1098,118,44,11,0,0.264,15,7,8,18,0,3,1,7,3,Advocate Likely
1099,96,30,9,10,0.467,17,2,4,21,5,5,2,2,1,Discount-Responsive
1100,82,50,6,5,0.037,5,3,9,25,5,1,0,5,2,Ready to Buy
1101,80,27,7,8,0.526,10,0,9,14,4,4,0,3,1,Discount-Responsive
1102,87,32,10,3,0.165,20,0,12,17,3,1,3,6,2,Ready to Buy
1103,145,19,10,2,0.182,24,3,12,14,0,0,1,9,2,Ready to Buy
1104,147,15,7,1,0.175,5,1,11,15,1,1,2,4,2,Ready to Buy
1105,75,28,4,9,0.815,12,0,6,11,5,3,1,0,1,Discount-Responsive
1106,35,22,7,12,0.682,4,1,4,10,4,4,1,2,1,Discount-Responsive
1107,64,30,5,3,0.269,25,0,5,19,2,0,4,1,0,Considering Purchase
1108,27,5,1,7,0.378,21,0,3,18,3,0,1,0,0,Considering Purchase
1109,62,9,11,5,0.489,1,2,6,4,1,5,4,2,0,Considering Purchase
1110,35,8,4,1,0.195,41,1,5,9,4,1,1,2,0,Considering Purchase
1111,31,25,6,6,0.194,12,1,5,5,0,1,3,2,1,Discount-Responsive
1112,47,22,6,2,0.343,35,1,2,19,1,3,2,1,1,Discount-Responsive
1113,106,21,9,0,0.275,11,1,5,10,0,0,0,9,3,Advocate Likely
1114,77,48,6,0,0.292,12,2,9,31,1,1,1,4,2,Ready to Buy
1115,110,42,6,4,0.0,6,3,12,19,4,0,2,4,2,Ready to Buy
1116,55,23,7,1,0.211,15,3,9,28,1,0,2,5,3,Advocate Likely
1117,91,45,9,4,0.207,16,3,11,32,0,1,2,6,2,Ready to Buy
1118,65,7,5,9,0.457,22,0,6,15,6,3,1,1,1,Discount-Responsive
1119,102,8,6,0,0.245,4,0,5,33,3,0,1,5,2,Ready to Buy
1120,89,57,15,0,0.269,13,7,6,12,0,2,5,8,3,Advocate Likely
1121,77,9,5,8,0.666,8,2,4,13,5,1,3,1,1,Discount-Responsive
1122,69,9,5,6,0.246,34,1,4,16,3,0,3,2,0,Considering Purchase
1123,22,8,5,6,0.647,4,1,6,18,3,5,0,0,1,Discount-Responsive
1124,46,8,6,4,0.43,33,0,5,7,0,0,6,0,0,Considering Purchase
1125,99,43,15,4,0.082,24,6,9,20,1,4,3,8,3,Advocate Likely
1126,62,18,4,5,0.201,40,0,7,7,1,0,3,1,0,Considering Purchase
1127,45,6,3,1,0.495,38,1,3,6,3,0,3,0,0,Considering Purchase
1128,34,17,4,3,0.41,28,1,5,6,0,0,4,0,0,Considering Purchase
1129,50,13,6,5,0.53,43,0,4,15,2,1,3,2,1,Discount-Responsive
1130,144,12,11,4,0.287,10,4,7,41,5,0,2,9,2,Ready to Buy
1131,123,48,13,3,0.058,24,1,7,31,0,2,0,11,2,Ready to Buy
1132,73,26,4,4,0.172,15,1,5,14,0,0,3,1,0,Considering Purchase
1133,88,39,7,6,0.009,18,4,12,21,0,0,2,5,3,Advocate Likely
1134,75,25,6,14,0.554,19,1,8,17,5,4,2,0,1,Discount-Responsive
1135,156,60,6,0,0.29,16,8,8,30,2,3,0,3,3,Advocate Likely
1136,68,60,11,2,0.237,5,8,5,20,4,1,3,7,3,Advocate Likely
1137,120,22,6,2,0.19,8,3,8,18,0,0,2,4,3,Advocate Likely
1138,65,25,5,5,0.639,12,2,8,4,5,5,0,0,1,Discount-Responsive
1139,92,47,11,6,0.176,5,1,7,16,2,2,4,5,2,Ready to Buy
1140,79,24,5,3,0.347,32,0,6,15,3,0,4,1,0,Considering Purchase
1141,64,32,13,0,0.101,20,2,7,27,2,1,1,11,3,Advocate Likely
1142,85,35,7,11,0.424,27,2,3,10,3,2,1,4,1,Discount-Responsive
1143,33,20,4,8,0.241,41,1,5,7,3,0,1,3,0,Considering Purchase
1144,47,26,7,8,0.676,26,1,6,23,6,2,4,1,1,Discount-Responsive
1145,38,16,1,3,0.18,26,0,7,7,2,0,1,0,0,Considering Purchase
1146,47,12,4,4,0.239,18,0,7,15,1,1,1,2,1,Discount-Responsive
1147,93,70,6,3,0.388,20,3,7,24,3,1,0,5,3,Advocate Likely
1148,66,14,5,7,0.466,36,1,2,17,1,0,4,1,0,Considering Purchase
1149,92,61,7,0,0.386,8,3,7,11,3,1,3,3,3,Advocate Likely
1150,91,10,10,6,0.0,20,3,14,29,0,1,1,8,2,Ready to Buy
1151,150,60,15,0,0.16,24,2,6,24,0,3,1,11,3,Advocate Likely
1152,84,33,7,2,0.566,12,1,4,16,4,4,3,0,1,Discount-Responsive
1153,135,14,9,1,0.11,12,3,5,32,1,1,1,7,3,Advocate Likely
1154,58,34,3,5,0.724,14,2,9,11,8,2,1,0,1,Discount-Responsive
1155,79,12,9,1,0.382,12,2,14,29,1,2,0,7,2,Ready to Buy
1156,150,22,9,0,0.118,8,3,10,26,1,0,3,6,2,Ready to Buy
1157,51,26,4,4,0.585,39,1,7,7,2,0,3,1,0,Considering Purchase
1158,63,24,2,0,0.145,18,0,3,4,2,0,2,0,0,Considering Purchase
1159,38,20,7,3,0.431,21,0,5,14,4,3,3,1,1,Discount-Responsive
1160,77,13,6,7,0.493,42,0,4,12,2,0,4,2,0,Considering Purchase
1161,143,41,10,2,0.346,15,8,8,18,0,2,1,7,3,Advocate Likely
1162,71,28,13,1,0.317,7,3,7,15,0,4,2,7,3,Advocate Likely
1163,119,33,6,1,0.172,12,1,8,28,0,0,0,6,2,Ready to Buy
1164,82,15,13,3,0.127,1,6,10,30,1,2,1,10,3,Advocate Likely
1165,61,26,5,11,0.549,11,1,6,18,7,3,0,2,1,Discount-Responsive
1166,134,15,5,6,0.029,7,2,9,15,2,1,1,3,2,Ready to Buy
1167,84,21,6,2,0.145,8,2,11,32,2,1,0,5,2,Ready to Buy
1168,90,8,3,10,0.777,26,0,10,20,2,1,2,0,1,Discount-Responsive
1169,140,66,7,4,0.016,4,4,5,13,0,1,1,5,3,Advocate Likely
1170,90,16,10,3,0.235,5,1,14,17,0,1,2,7,2,Ready to Buy
1171,34,16,4,0,0.423,26,1,7,9,4,0,3,1,0,Considering Purchase
1172,34,24,6,4,0.305,25,1,4,18,3,0,6,0,0,Considering Purchase
1173,84,45,6,3,0.207,19,2,10,24,2,1,1,4,3,Advocate Likely
1174,58,15,3,5,0.392,21,0,5,4,0,0,3,0,0,Considering Purchase
1175,39,30,6,11,0.762,17,0,7,5,6,6,0,0,1,Discount-Responsive
1176,36,33,7,6,0.632,20,1,5,7,6,5,2,0,1,Discount-Responsive
1177,97,25,11,3,0.117,12,1,7,19,4,0,2,9,2,Ready to Buy
1178,154,45,7,1,0.183,21,1,8,27,1,1,0,6,2,Ready to Buy
1179,48,15,8,14,0.399,11,0,5,13,7,3,5,0,1,Discount-Responsive
1180,84,25,6,4,0.245,1,0,9,16,1,2,2,2,2,Ready to Buy
1181,130,29,9,3,0.212,18,3,9,20,2,0,3,6,2,Ready to Buy
1182,56,34,3,12,0.698,25,0,3,9,6,2,1,0,1,Discount-Responsive
1183,74,35,9,12,0.471,1,0,2,14,3,5,3,1,1,Discount-Responsive
1184,73,22,10,3,0.135,18,2,11,36,2,2,4,4,2,Ready to Buy
1185,87,28,3,8,0.649,10,1,6,6,4,0,3,0,1,Discount-Responsive
1186,24,16,3,12,0.917,15,2,3,19,5,1,2,0,1,Discount-Responsive
1187,146,17,14,5,0.247,17,6,6,27,0,4,3,7,3,Advocate Likely
1188,67,10,2,3,0.159,8,1,6,12,0,0,2,0,0,Considering Purchase
1189,31,15,5,2,0.314,35,0,4,15,2,0,4,1,0,Considering Purchase
1190,46,26,5,0,0.195,23,1,2,21,0,0,5,0,0,Considering Purchase
1191,77,16,4,12,0.443,12,1,2,19,2,1,1,2,1,Discount-Responsive
1192,135,39,9,4,0.166,10,2,13,21,0,1,1,7,2,Ready to Buy
1193,141,49,15,1,0.38,25,7,9,19,0,0,4,11,3,Advocate Likely
1194,62,57,6,0,0.279,17,0,7,16,5,0,0,6,1,Discount-Responsive
1195,83,57,8,3,0.095,8,1,12,34,0,2,2,4,2,Ready to Buy
1196,134,55,4,2,0.161,10,1,7,26,2,0,3,1,2,Ready to Buy
1197,152,56,6,3,0.087,25,3,6,32,2,1,0,5,2,Ready to Buy
1198,78,83,13,4,0.152,12,5,9,17,0,3,0,10,3,Advocate Likely
1199,65,12,2,8,0.724,16,0,7,13,7,1,1,0,1,Discount-Responsive
1200,30,15,3,8,0.463,40,0,2,10,0,0,1,2,0,Considering Purchase
1201,148,38,9,1,0.032,16,4,3,21,1,1,1,7,3,Advocate Likely
1202,122,62,12,3,0.085,12,5,5,9,2,1,2,9,3,Advocate Likely
1203,75,24,7,5,0.77,21,3,7,17,4,3,3,1,1,Discount-Responsive
1204,79,22,9,7,0.911,6,2,7,9,4,3,4,2,1,Discount-Responsive
1205,33,10,2,5,0.166,27,1,2,10,3,0,2,0,0,Considering Purchase
1206,159,82,8,1,0.0,1,7,3,14,1,0,3,5,3,Advocate Likely
1207,34,14,3,0,0.358,39,0,2,4,1,1,1,1,0,Considering Purchase
1208,121,8,10,3,0.0,13,1,9,29,0,2,3,5,2,Ready to Buy
1209,108,14,9,3,0.215,12,0,8,20,0,3,0,6,2,Ready to Buy
1210,44,17,5,4,0.513,1,3,7,10,5,4,1,0,1,Discount-Responsive
1211,120,51,9,5,0.065,20,3,10,21,2,1,0,8,2,Ready to Buy
1212,28,11,1,4,0.47,27,0,6,10,3,0,1,0,0,Considering Purchase
1213,129,41,12,0,0.109,8,6,10,28,0,2,2,8,3,Advocate Likely
1214,92,41,8,3,0.316,1,8,8,29,0,0,1,7,3,Advocate Likely
1215,126,17,5,0,0.008,20,2,7,30,4,0,1,4,2,Ready to Buy
1216,80,6,5,4,0.479,34,1,3,6,2,0,4,1,0,Considering Purchase
1217,127,76,11,2,0.215,1,2,8,14,2,3,2,6,3,Advocate Likely
1218,62,19,6,5,0.48,20,1,6,17,5,3,3,0,1,Discount-Responsive
1219,71,56,9,3,0.026,21,3,7,13,2,2,1,6,3,Advocate Likely
1220,65,18,4,7,0.243,17,0,5,8,2,0,3,1,0,Considering Purchase
1221,123,31,8,5,0.015,12,0,12,20,2,1,2,5,2,Ready to Buy
1222,120,49,8,3,0.055,3,4,11,32,1,0,3,5,1,Discount-Responsive
1223,70,21,3,2,0.459,21,0,4,20,2,0,2,1,0,Considering Purchase
1224,68,40,9,0,0.267,10,4,10,24,2,1,1,7,3,Advocate Likely
1225,104,17,7,0,0.166,9,1,7,10,1,2,0,5,2,Ready to Buy
1226,45,13,2,4,0.131,20,1,1,8,3,0,1,1,0,Considering Purchase
1227,134,37,11,4,0.19,17,4,10,13,3,1,2,8,2,Ready to Buy
1228,142,24,14,0,0.087,4,5,8,21,3,3,0,11,3,Advocate Likely
1229,119,56,8,2,0.189,5,1,10,17,2,1,2,5,2,Ready to Buy
1230,67,17,4,5,0.455,29,1,4,16,4,0,4,0,0,Considering Purchase
1231,105,54,6,2,0.149,18,0,11,19,4,0,0,6,2,Ready to Buy
1232,51,11,4,0,0.506,45,1,4,4,2,0,3,1,0,Considering Purchase
1233,34,28,6,9,0.621,22,0,9,16,5,3,2,1,1,Discount-Responsive
1234,35,25,7,6,0.433,24,2,6,23,2,4,3,0,1,Discount-Responsive
1235,64,8,4,6,0.502,41,0,5,10,0,1,3,0,0,Considering Purchase
1236,149,19,11,2,0.0,19,4,11,16,2,0,1,10,1,Discount-Responsive
1237,139,37,11,3,0.195,18,3,11,29,1,2,3,6,2,Ready to Buy
1238,80,50,6,3,0.112,8,3,11,19,1,0,2,4,2,Ready to Buy
1239,84,15,5,6,0.51,22,0,6,9,6,3,1,1,1,Discount-Responsive
1240,145,17,6,2,0.213,20,1,11,14,1,3,1,2,3,Advocate Likely
1241,102,20,4,6,0.694,16,1,6,26,0,1,2,1,1,Discount-Responsive
1242,64,10,2,4,0.354,24,0,3,10,0,0,2,0,0,Considering Purchase
1243,63,59,7,0,0.206,19,2,11,28,3,0,2,5,2,Ready to Buy
1244,49,6,3,3,0.512,37,0,8,15,3,0,3,0,0,Considering Purchase
1245,141,10,8,0,0.135,11,1,7,21,2,2,1,5,2,Ready to Buy
1246,62,23,8,7,0.275,29,1,4,19,2,1,3,4,0,Considering Purchase
1247,66,22,3,5,0.2,37,0,6,7,3,0,2,1,0,Considering Purchase
1248,98,9,9,2,0.024,14,3,6,18,0,2,2,5,2,Ready to Buy
1249,29,16,3,2,0.162,44,1,1,15,2,0,3,0,0,Considering Purchase
1250,125,49,5,1,0.091,15,0,9,37,1,0,0,5,2,Ready to Buy
1251,46,18,2,3,0.558,29,0,7,8,4,0,2,0,0,Considering Purchase
1252,47,5,2,0,0.302,30,0,8,19,0,0,2,0,0,Considering Purchase
1253,115,27,6,2,0.0,7,0,11,32,1,0,1,5,2,Ready to Buy
1254,92,70,8,0,0.056,18,3,4,27,2,0,1,7,3,Advocate Likely
1255,34,8,6,8,0.512,9,1,6,22,3,3,2,1,1,Discount-Responsive
1256,100,48,12,3,0.21,20,0,6,11,0,0,4,8,2,Ready to Buy
1257,139,30,7,3,0.342,2,3,3,22,6,0,0,7,2,Ready to Buy
1258,85,15,1,4,0.313,53,1,5,2,3,0,1,0,0,Considering Purchase
1259,72,60,10,4,0.122,17,2,12,44,5,1,3,6,2,Ready to Buy
1260,23,22,5,1,0.223,22,1,4,10,1,0,4,1,0,Considering Purchase
1261,106,51,8,2,0.0,9,8,6,20,0,1,0,7,3,Advocate Likely
1262,90,23,5,4,0.249,37,0,8,4,5,0,4,1,0,Considering Purchase
1263,36,15,4,5,0.489,18,2,6,16,5,4,0,0,1,Discount-Responsive
1264,92,24,11,2,0.095,6,0,11,18,0,0,2,9,2,Ready to Buy
1265,124,30,11,4,0.018,12,2,8,20,4,1,1,9,2,Ready to Buy
1266,90,26,4,6,0.209,28,1,5,9,4,0,3,1,0,Considering Purchase
1267,115,29,9,5,0.112,11,1,9,25,2,0,2,7,2,Ready to Buy
1268,90,62,10,4,0.092,7,8,7,11,3,1,2,7,3,Advocate Likely
1269,132,74,12,5,0.014,17,2,3,25,0,2,1,9,3,Advocate Likely
1270,89,18,11,6,0.082,10,1,13,31,3,1,2,8,2,Ready to Buy
1271,82,27,7,3,0.473,10,2,4,15,5,5,1,1,1,Discount-Responsive
1272,42,34,2,12,0.853,20,2,5,9,3,2,0,0,1,Discount-Responsive
1273,155,19,12,4,0.218,19,4,11,20,3,2,2,8,3,Advocate Likely
1274,138,51,10,2,0.253,6,0,14,27,0,1,1,8,2,Ready to Buy
1275,161,29,12,4,0.103,15,5,4,14,2,2,3,7,3,Advocate Likely
1276,88,24,4,0,0.369,41,1,6,7,4,3,1,0,1,Discount-Responsive
1277,67,29,3,5,0.437,37,0,3,14,5,0,3,0,0,Considering Purchase
1278,82,18,8,10,0.813,1,2,2,24,5,5,2,1,1,Discount-Responsive
1279,67,68,9,1,0.335,23,7,4,17,4,2,1,6,3,Advocate Likely
1280,89,26,5,8,0.466,19,1,2,7,7,2,2,1,1,Discount-Responsive
1281,151,19,5,1,0.104,20,3,10,18,3,0,0,5,2,Ready to Buy
1282,139,44,7,0,0.195,16,2,9,22,0,1,3,3,3,Advocate Likely
1283,79,22,8,5,0.854,8,0,8,12,6,5,2,1,1,Discount-Responsive
1284,58,28,1,5,0.546,44,0,6,16,3,0,1,0,0,Considering Purchase
1285,119,58,8,3,0.064,1,3,8,26,4,1,1,6,3,Advocate Likely
1286,48,7,4,6,0.547,1,2,7,11,6,4,0,0,1,Discount-Responsive
1287,50,13,5,3,0.097,17,1,2,14,0,2,3,0,1,Discount-Responsive
1288,35,24,3,0,0.184,33,1,5,13,4,0,3,0,0,Considering Purchase
1289,87,14,7,2,0.197,43,0,2,8,5,1,4,2,0,Considering Purchase
1290,77,21,5,4,0.305,28,0,2,7,2,0,4,1,0,Considering Purchase
1291,102,33,5,3,0.116,15,2,7,29,2,0,2,3,2,Ready to Buy
1292,82,28,1,5,0.284,15,1,4,17,4,0,1,0,0,Considering Purchase
1293,93,78,9,3,0.052,17,7,6,25,2,0,1,8,3,Advocate Likely
1294,70,17,6,2,0.345,44,0,3,6,4,0,5,1,0,Considering Purchase
1295,37,19,5,1,0.234,18,1,7,19,1,0,5,0,0,Considering Purchase
1296,56,17,5,8,0.562,23,1,6,15,7,3,1,1,1,Discount-Responsive
1297,51,13,7,3,0.525,25,0,5,14,0,0,6,1,1,Discount-Responsive
1298,76,13,5,9,0.924,4,1,5,16,8,5,0,0,1,Discount-Responsive
1299,75,28,3,4,0.296,35,1,4,16,2,0,3,0,0,Considering Purchase
1300,30,12,3,5,0.247,23,1,6,13,3,0,3,0,0,Considering Purchase
