CustomerID,Tenure-Months,Orders-12Mos,Avg-Order-Value,Discount-Usage-Rate,Days-Since-Last-Purchase,Referral-Count,Target-Value,Target-Ref
1078,11,3,28,0.431,25,0,1,Occasional Buyer
1079,42,14,109,0.001,13,3,4,Brand Advocate
1080,32,6,64,0.147,14,1,2,Repeat Buyer
1081,39,16,167,0.052,2,5,4,Brand Advocate
1082,26,5,69,0.306,31,1,2,Repeat Buyer
1083,14,4,57,0.575,52,1,2,Repeat Buyer
1084,22,11,114,0.24,31,3,3,Loyal Customer
1085,35,5,84,0.243,57,0,2,Repeat Buyer
1086,57,8,113,0.197,5,4,3,Loyal Customer
1087,1,2,20,0.607,76,1,0,New Customer
1088,73,16,115,0.042,1,3,4,Brand Advocate
1089,57,16,103,0.192,12,8,4,Brand Advocate
1090,17,2,51,0.378,36,2,1,Occasional Buyer
1091,17,7,70,0.49,39,0,2,Repeat Buyer
1092,47,14,95,0.014,1,8,4,Brand Advocate
1093,48,13,74,0.22,12,4,3,Loyal Customer
1094,10,4,75,0.607,74,0,1,Occasional Buyer
1095,4,1,36,0.859,60,0,0,New Customer
1096,13,8,89,0.493,15,0,2,Repeat Buyer
1097,15,6,71,0.357,30,1,1,Occasional Buyer
1098,26,15,122,0.067,16,5,4,Brand Advocate
1099,14,4,48,0.337,71,1,1,Occasional Buyer
1100,32,6,68,0.512,37,1,2,Repeat Buyer
1101,6,4,51,0.306,66,1,1,Occasional Buyer
1102,46,8,103,0.255,10,3,3,Loyal Customer
1103,50,11,81,0.304,1,4,3,Loyal Customer
1104,41,10,72,0.264,30,4,3,Loyal Customer
1105,12,3,42,0.441,52,0,1,Occasional Buyer
1106,27,3,57,0.424,62,2,2,Repeat Buyer
1107,2,4,49,0.904,106,1,0,New Customer
1108,3,1,27,0.755,86,0,0,New Customer
1109,9,3,55,0.722,40,0,1,Occasional Buyer
1110,12,5,68,0.48,35,0,1,Occasional Buyer
1111,7,3,58,0.718,26,1,1,Occasional Buyer
1112,12,7,83,0.256,40,1,2,Repeat Buyer
1113,20,13,90,0.292,34,4,3,Loyal Customer
1114,59,9,132,0.146,22,5,3,Loyal Customer
1115,27,4,59,0.199,13,1,2,Repeat Buyer
1116,55,14,152,0.014,11,6,4,Brand Advocate
1117,36,10,121,0.163,3,1,3,Loyal Customer
1118,9,3,51,0.309,38,1,1,Occasional Buyer
1119,53,9,82,0.12,9,4,3,Loyal Customer
1120,56,17,156,0.009,9,3,4,Brand Advocate
1121,28,7,65,0.486,38,1,2,Repeat Buyer
1122,1,4,41,0.456,115,0,0,New Customer
1123,29,8,44,0.421,23,0,2,Repeat Buyer
1124,11,6,48,0.744,78,1,1,Occasional Buyer
1125,74,14,129,0.0,14,5,4,Brand Advocate
1126,1,1,44,0.763,120,1,0,New Customer
1127,2,2,60,0.906,52,1,0,New Customer
1128,8,5,36,0.581,28,0,1,Occasional Buyer
1129,8,6,72,0.507,83,1,1,Occasional Buyer
1130,15,8,83,0.261,22,0,2,Repeat Buyer
1131,58,11,114,0.263,2,4,3,Loyal Customer
1132,2,1,35,0.532,74,1,0,New Customer
1133,39,10,183,0.044,11,3,4,Brand Advocate
1134,8,3,70,0.389,40,1,1,Occasional Buyer
1135,54,19,169,0.143,16,7,4,Brand Advocate
1136,60,12,93,0.128,14,3,4,Brand Advocate
1137,37,16,107,0.164,11,8,4,Brand Advocate
1138,11,5,69,0.255,46,0,1,Occasional Buyer
1139,12,7,44,0.486,19,2,2,Repeat Buyer
1140,4,1,38,0.551,76,1,0,New Customer
1141,49,17,98,0.127,9,8,4,Brand Advocate
1142,10,5,37,0.355,59,0,1,Occasional Buyer
1143,5,1,26,0.492,36,0,0,New Customer
1144,17,9,54,0.49,12,0,2,Repeat Buyer
1145,2,4,49,0.634,39,1,0,New Customer
1146,22,5,84,0.415,31,0,2,Repeat Buyer
1147,50,17,159,0.075,2,4,4,Brand Advocate
1148,1,2,28,0.376,71,0,0,New Customer
1149,39,10,73,0.137,8,1,3,Loyal Customer
1150,22,5,78,0.25,29,1,2,Repeat Buyer
1151,59,16,129,0.097,22,7,4,Brand Advocate
1152,15,4,29,0.702,19,0,1,Occasional Buyer
1153,32,7,77,0.072,26,5,3,Loyal Customer
1154,12,4,33,0.345,60,1,1,Occasional Buyer
1155,24,7,84,0.071,26,3,3,Loyal Customer
1156,47,12,90,0.298,3,3,3,Loyal Customer
1157,5,1,28,0.717,119,0,0,New Customer
1158,1,3,13,0.498,107,1,0,New Customer
1159,27,7,78,0.214,34,0,2,Repeat Buyer
1160,13,3,57,0.676,63,1,1,Occasional Buyer
1161,27,12,149,0.0,5,4,4,Brand Advocate
1162,52,16,123,0.097,7,5,4,Brand Advocate
1163,17,5,41,0.235,38,3,2,Repeat Buyer
1164,24,13,140,0.057,6,2,4,Brand Advocate
1165,12,6,33,0.253,69,0,1,Occasional Buyer
1166,23,11,92,0.198,8,4,3,Loyal Customer
1167,29,5,71,0.229,33,0,2,Repeat Buyer
1168,9,5,64,0.716,44,1,1,Occasional Buyer
1169,44,14,178,0.098,12,4,4,Brand Advocate
1170,36,6,83,0.376,46,1,2,Repeat Buyer
1171,1,3,41,0.694,96,1,0,New Customer
1172,5,2,16,0.466,60,1,0,New Customer
1173,74,17,111,0.0,8,3,4,Brand Advocate
1174,5,2,51,0.483,33,1,0,New Customer
1175,36,6,69,0.272,42,0,2,Repeat Buyer
1176,32,6,52,0.195,14,2,2,Repeat Buyer
1177,28,12,101,0.173,26,2,3,Loyal Customer
1178,29,8,125,0.11,30,2,3,Loyal Customer
1179,8,2,59,0.3,49,1,1,Occasional Buyer
1180,49,12,100,0.211,25,4,3,Loyal Customer
1181,29,13,99,0.28,23,1,3,Loyal Customer
1182,6,5,65,0.355,73,1,1,Occasional Buyer
1183,27,4,77,0.231,34,0,2,Repeat Buyer
1184,18,10,89,0.134,20,4,3,Loyal Customer
1185,33,7,78,0.385,39,0,2,Repeat Buyer
1186,16,7,39,0.416,57,0,2,Repeat Buyer
1187,29,18,108,0.1,13,3,4,Brand Advocate
1188,2,2,18,0.721,95,1,0,New Customer
1189,7,3,66,0.46,51,1,1,Occasional Buyer
1190,1,4,26,0.626,126,1,0,New Customer
1191,9,4,39,0.498,29,1,1,Occasional Buyer
1192,24,4,39,0.486,25,1,2,Repeat Buyer
1193,65,15,113,0.107,9,2,4,Brand Advocate
1194,30,6,42,0.328,34,2,2,Repeat Buyer
1195,10,6,76,0.122,39,0,2,Repeat Buyer
1196,25,9,76,0.171,5,4,3,Loyal Customer
1197,26,9,90,0.255,16,3,3,Loyal Customer
1198,46,14,176,0.085,12,6,4,Brand Advocate
1199,34,4,73,0.415,31,2,2,Repeat Buyer
1200,5,4,37,0.78,111,0,0,New Customer
1201,71,16,122,0.116,7,5,4,Brand Advocate
1202,69,19,139,0.026,13,2,4,Brand Advocate
1203,18,3,39,0.488,69,1,1,Occasional Buyer
1204,10,3,51,0.518,22,2,1,Occasional Buyer
1205,1,1,52,0.904,87,1,0,New Customer
1206,70,12,87,0.085,14,4,4,Brand Advocate
1207,4,3,38,0.413,97,0,0,New Customer
1208,25,7,123,0.035,37,1,3,Loyal Customer
1209,29,8,120,0.156,10,4,3,Loyal Customer
1210,5,1,42,0.433,26,1,1,Occasional Buyer
1211,24,5,62,0.214,52,1,2,Repeat Buyer
1212,2,2,57,0.736,48,0,0,New Customer
1213,77,11,133,0.0,8,8,4,Brand Advocate
1214,76,13,92,0.166,10,6,4,Brand Advocate
1215,10,3,97,0.484,27,0,2,Repeat Buyer
1216,13,5,35,0.261,24,0,1,Occasional Buyer
1217,29,15,138,0.084,1,7,4,Brand Advocate
1218,9,5,59,0.595,61,1,1,Occasional Buyer
1219,19,10,71,0.245,15,3,3,Loyal Customer
1220,8,2,70,0.716,45,1,1,Occasional Buyer
1221,40,12,66,0.266,21,3,3,Loyal Customer
1222,11,5,50,0.223,16,0,2,Repeat Buyer
1223,2,1,25,0.888,62,0,0,New Customer
1224,41,8,107,0.237,26,5,3,Loyal Customer
1225,15,7,87,0.373,44,2,2,Repeat Buyer
1226,2,1,29,0.796,66,0,0,New Customer
1227,20,6,82,0.445,21,2,2,Repeat Buyer
1228,68,10,127,0.039,8,7,4,Brand Advocate
1229,15,7,66,0.538,39,2,2,Repeat Buyer
1230,16,2,37,0.557,24,2,1,Occasional Buyer
1231,15,7,57,0.435,37,0,2,Repeat Buyer
1232,5,1,33,0.398,67,0,0,New Customer
1233,11,5,71,0.381,72,1,1,Occasional Buyer
1234,11,4,36,0.422,48,0,1,Occasional Buyer
1235,4,4,39,0.651,73,1,0,New Customer
1236,18,2,54,0.614,35,0,1,Occasional Buyer
1237,26,6,115,0.052,24,4,3,Loyal Customer
1238,35,4,45,0.3,43,2,2,Repeat Buyer
1239,16,4,27,0.53,39,0,1,Occasional Buyer
1240,80,17,130,0.03,9,6,4,Brand Advocate
1241,13,4,34,0.526,62,1,1,Occasional Buyer
1242,3,1,31,0.871,115,0,0,New Customer
1243,38,9,116,0.26,10,2,3,Loyal Customer
1244,3,2,58,0.741,37,1,0,New Customer
1245,54,6,86,0.103,22,2,3,Loyal Customer
1246,2,3,36,0.772,81,1,0,New Customer
1247,11,2,55,0.538,58,1,1,Occasional Buyer
1248,28,12,90,0.325,23,2,3,Loyal Customer
1249,1,1,26,0.732,102,0,0,New Customer
1250,18,6,70,0.512,40,1,2,Repeat Buyer
1251,4,4,25,0.376,110,1,0,New Customer
1252,3,1,34,0.856,66,1,0,New Customer
1253,56,11,112,0.225,27,1,3,Loyal Customer
1254,48,17,130,0.132,10,3,4,Brand Advocate
1255,24,5,62,0.473,18,1,2,Repeat Buyer
1256,46,9,85,0.292,4,2,3,Loyal Customer
1257,22,6,73,0.35,4,2,2,Repeat Buyer
1258,5,1,22,0.677,106,0,0,New Customer
1259,55,9,92,0.082,12,3,3,Loyal Customer
1260,18,2,43,0.69,86,1,1,Occasional Buyer
1261,26,8,60,0.272,12,1,3,Loyal Customer
1262,5,2,53,0.755,46,0,0,New Customer
1263,29,6,61,0.436,17,3,2,Repeat Buyer
1264,16,8,57,0.42,44,0,2,Repeat Buyer
1265,31,13,120,0.189,1,1,3,Loyal Customer
1266,2,1,49,0.45,123,0,0,New Customer
1267,47,7,80,0.285,32,2,3,Loyal Customer
1268,35,11,148,0.09,20,4,4,Brand Advocate
1269,68,11,116,0.032,13,8,4,Brand Advocate
1270,29,4,90,0.417,23,2,2,Repeat Buyer
1271,14,5,33,0.609,43,1,1,Occasional Buyer
1272,11,5,60,0.621,61,1,1,Occasional Buyer
1273,78,17,155,0.136,2,8,4,Brand Advocate
1274,26,4,81,0.443,41,0,2,Repeat Buyer
1275,78,18,139,0.045,11,7,4,Brand Advocate
1276,12,3,36,0.64,60,1,1,Occasional Buyer
1277,2,3,42,0.612,110,1,0,New Customer
1278,17,5,69,0.316,53,2,2,Repeat Buyer
1279,28,9,82,0.26,24,4,3,Loyal Customer
1280,10,2,59,0.722,37,1,1,Occasional Buyer
1281,55,7,114,0.215,29,2,3,Loyal Customer
1282,51,18,152,0.093,2,7,4,Brand Advocate
1283,13,4,61,0.753,75,0,1,Occasional Buyer
1284,2,2,46,0.645,118,1,0,New Customer
1285,42,16,178,0.055,1,6,4,Brand Advocate
1286,7,3,66,0.617,57,1,1,Occasional Buyer
1287,9,4,39,0.6,49,2,1,Occasional Buyer
1288,4,3,37,0.905,104,1,0,New Customer
1289,4,2,39,0.759,95,0,0,New Customer
1290,1,1,34,0.761,40,1,0,New Customer
1291,55,8,61,0.161,27,2,3,Loyal Customer
1292,5,2,39,0.586,106,1,0,New Customer
1293,42,14,161,0.115,13,8,4,Brand Advocate
1294,5,3,28,0.848,116,1,0,New Customer
1295,4,3,58,0.639,75,2,1,Occasional Buyer
1296,16,1,63,0.347,52,1,1,Occasional Buyer
1297,33,4,35,0.295,24,0,2,Repeat Buyer
1298,36,5,61,0.255,40,2,2,Repeat Buyer
1299,5,2,16,0.817,102,0,0,New Customer
1300,3,3,15,0.464,88,1,0,New Customer
